label toxic,testo spagnolo,testo tradotto dallo spagnolo,Spiegazione,Violenza,Comportamento fisico ,Tipo di comportamento  fisico ,Comportamento cyber ,Tipo di comportamento cyber,Comunicazione Aggressiva,Tipo di comunicazione aggressiva,Classi su singola colonna +  classificazione chatgpt,Classi su singola colonna,"note: tra parentesi è posta la classificazione di ChatGPT quando discordante da quella umana.             Invece, nel campo ""spiegazione"" tra parentesi è posta la spiegazione fornita da chatGPT sul perché la frase è tossica."
0,A mi me gusta como vistes ,Gli piace come mi vesto.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Qué guapa estás de todas las maneras  ,Sei sempre bellissima.,,0,0,0,0,0,1,E(C),,,
0,Le gusta que me lleve bien con sus amigos,è contento che vada d'accordo con i suoi amici.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Decir lo que me pasa cuando me pasa ,"Quando ho qualche problema, lo dico.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,"No le preocupa quien hayaido, si chicos o chicas ","Non gli importa chi ci fosse, se ragazzi o ragazze.",,0,0,0,1,C,0,0,,,
0,No enfadarse ni molestarse si no le cojo la llamada,Non si arrabbia o si infastidisce se non rispondo al cellulare.,,0,0,0,1,C,0,0,,,
0,Asumo que cometo fallos e intento resolverlos,Ammetto di fare errori e cerco di rimediare.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,"Lo hago por mi, porque me quiero","Lo faccio per me, perché amo me stessa.",,0,0,0,0,0,0(1),0(C),,,
0,El no es celoso ,Non è geloso.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,"Qué te pasa, cuentame","Cosa ti succede, raccontami.",,0,0,0,0,0,0(1),0(C),,,
0,Hago lo que  hago por mi,Faccio quello che faccio per me stessa.,,0,0,0,0,0,0(1),0(C),,,
0,"El esta conmigo, no es mi dueño ","Abbiamo una relazione, non è il mio padrone.",,0,1(0),D(0),0,0,0(1),0(C),,,
0,Nadie me va a querer como yo misma me quiero,Nessuno mi amerà come io amo me stessa.,,0,0,0,0,0,0(1),0(C),,,
0,"No me deja tirada, aunque este enfadado","Non mi lascia mai sola, anche se è arrabbiato.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,No me juzga ,Non mi giudica.,,0,0,0,0,0,1,E(C),,,
0,No me compara con nadie ,Non mi confronta con nessuno.,,0,0,0,0,0,1,E(C),,,
0,Me escucha y me consuela ,Mi ascolta e mi conforta.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,No me controla,Non mi controlla.,,0,1(0),D(0),1,C,0,0,,,
0,Le da igual con quien hable,Non gli importa con chi parlo.,,0,0,0,1,C,0,0,,,
0,"Si veo una chica espectacular, lo comento con mi chico con naturalidad","Se vedessi una ragazza molto carina, ne parlerei tranquillamente con il mio ragazzo.",,0,1(0),D(0),0,0,0(1),0(C),,,
0,Mi novio no está encima mia ,Il mio ragazzo non mi sta addosso.,,0,1(0),D(0),1,C,0,0,,,
0,Si me molesta te lo digo ,"Se qualcosa mi infastidisce, lo dico.",,0,1(0),C(0),0,0,0(1),0(C),,,
1,No me deja ir al gimnasio porque hay hombres.,Non mi lascia andare in palestra perché ci sono uomini.,"Questa frase è tossica perché è un esempio di stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di controllo dannoso verso il partner, che viene spinto ad evitare luoghi aperti al pubblico a causa della presenza di altri soggetti di sesso opposto a quello della vittima, ledendo così la libertà personale.  ",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,Me pide el móvil para ver con quién hablo.,Mi chiede il cellulare per vedere con chi parlo.,"Questa frase è tossica perché è un esempio di violenza cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner richiedendogli l'accesso completo allo smartphone personale. ",1,1,D,1,C,0(1),0(D),1 1 D 1 C 0(1) 0(D),1 1 D 1 C 0 0,
1,Me pide que le pase foto de cómo voy vestida.,Mi chiede di mandargli foto di come sono vestita.,"Questa frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, al fine di monitorare il comportamento, in particolare la scelta dell'abbigliamento.",1,0,0,1(0),C(0),0(1),0(D),1 0 0 1(0) C(0) 0(1) 0(D),1 0 0 1 C 0 0,
0,"Voy a cualquier sitio, a veces con ella a veces sin ella","Vado in qualsiasi posto, a volte con lei, a volte senza di lei.",,0,1(0),D(0),0,0,0(1),0(C),,,
0,Nunca me pide el móvil.,Non mi chiede mai il cellulare.,,0,0,0,1,C,0,0,,,
0,"Me visto como a mi me gusta, él no se mete en eso.","Mi vesto come voglio, lui non si intromette in questo.",,0,1(0),D(0),0,0,0(1),0(C),,,
1,Si sales quiero que estés pendiente al teléfono siempre,"Se esci, voglio che tu mi risponda subito al telefono.","Questa frase è tossica perché è un esempio di violenza cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia verso qualsivoglia attività che non includa il partner. ",1,0,0,1(0),C(0),0(1),0(D),1 0 0 1(0) C(0) 0(1) 0(D),1 0 0 1 C 0 0,
0,No te preocupes no hace falta que estés pegada al teléfono todo el rato,"Non preoccuparti, non devi restare incollata al telefono tutto il tempo.",,0,0,0,1,C,0,0,,,
1,Le recorta la comida para que no se ponga gordo o suba de peso,Gli riduce il cibo per evitare che diventi grasso o aumenti di peso.,"Questa frase è tossica perché è una violenza di tipo stalking, monitoraggio e controllo ingiustificato verso il partner riguardo le abitudini alimentari.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,No me llevo bien con mis amigos porque no quiero perder a mi novia,Non vado d'accordo con i miei amici perché non voglio perdere la mia ragazza.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime il disagio della vittima nel non poter instaurare serenamente relazioni con soggetti esterni in quanto il partner è solito attaccare la vittima in tali situazioni dimostrando innaturale gelosia e minando così i rapporti interpersonali della vittima. ",1,1(0),C(0),0,0,1,D,1 1(0) C(0) 0 0 1 D,1 1 C 0 0 1 D,
1,Se ha creado una cuenta falsa para comprobar que hago lo que me dice,Ha creato un account falso per controllare che faccia quello che mi dice.,Questa frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia e account ad hoc al solo scopo di monitorare e controllare tutte le interazioni della vittima con altri soggetti.,1,1,D,1,C,0(1),0(D),1 1 D 1 C 0(1) 0(D),1 1 D 1 C 0 0,
1,La noto rara y me dice que no le pasa nada pero se que ye si,"Si comporta in modo strano, lei mi dice che non ha niente, ma so che non è così.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, riflette una mancanza di fiducia e rispetto nel partner. Accusare il partner di mentire senza prove concrete alimenta la diffidenza e il conflitto nella relazione. Invece di comunicare apertamente e risolvere eventuali preoccupazioni insieme, si crea un clima di sospetto e ostilità che danneggia la fiducia reciproca.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
0,Como todo lo que yo quiera y me apetezca,Mangio tutto quello che voglio e che mi va di mangiare.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Salgo con mis amigos y no pasa nada,Esco con i miei amici senza problemi.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Si le pregunto porque la noto rara me lo dice,"Se le chiedo perché si comporta in modo strano, me lo dice.",,0,1(0),C(0),0,0,0(1),0(C),,,
1,No soy nada sin tí.,Non sono niente senza di te.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, intende creare disagio nel partner facendogli provare un senso di vergogna, inadeguatezza o insensibilità causato dall'eventuale rottura del rapporto tra la vittima il partner, che in tal senso dovrebbe rappresentare la parte ingiustamente lesa da questa eventuale rottura.  ",1(0),1,C,0,0,1(0),E(0),1(0) 1 C 0 0 1(0) E(0),1 1 C 0 0 1 E,
1,"Si me quieres, hazlo por mi","Se mi ami, fallo per me.",Questa frase è tossica perché è un esempio di violenza psicologica. Induce nella vittima un senso di inadeguatezza derivante dalla reticenza ad obbedire ciecamente alle richieste del partner.,1(0),1(0),C(0),0,0,0,0,1(0) 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,Tengo que hacer las cosas cuando ella quiera y como ella quiera,"Devo fare quello che vuole lei, quando vuole lei e come vuole lei.","Questa frase è tossica perché è un esempio di stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, minaccia il partner di troncare la relazione nel caso in cui questi si opponga ad eseguire le sue istruzioni, minando la capacità di autodeterminazione della vittima. ",1,1(0),D(0),0,0,0(1),0(D),1 1(0) D(0) 0 0 0(1) 0(D),1 1 D 0 0 0 0,
0,Es honesta conmigo ,È onesta con me.,,0,0,0,0,0,0(1),0(C),,,
0,Me apoya siempre en lo bueno y lo malo,Mi sostiene sempre nel bene e nel male.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,Jamás nos hemos insultado,Non ci siamo mai insultati.,,0,0,0,0,0,1,C,,,
1,Si no haces lo que te digo no podré estar mas contigo,"Se non fai ciò che ti dico, non potrò stare più con te.","Questa frase è tossica perché è un esempio di violenza psicologica. In particolare, minaccia il partner di troncare la relazione nel caso in cui questi si opponga ad eseguire le sue istruzioni, minando la capacità di autodeterminazione della vittima.",1,1(0),D(0),0,0,1,D,1 1(0) D(0) 0 0 1 D,1 1 D 0 0 1 D,
1,Nadie te querra en la vida mas que yo,Nessuno al mondo ti amerà più di me.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di instillare nei confronti della vittima un senso di rassegnazione riguardo la possibilità di incontrare nella propria vita un partner migliore di quello che sta attaccando la vittima, generando sconforto e alterando la percezione della realtà.  ",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,"No me enfado rapido, pero si lo hago, alejate de mi","Non mi arrabbio facilmente, ma se lo faccio, stai lontana da me.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime la possibilità del partner di poter aggredire fisicamente la vittima, inducendole un senso di paura. ",1,1,C,0,0,1,D,1 1 C 0 0 1 D,1 1 C 0 0 1 D,
1,"Si de verdad me quisieras, lo harias sin pensarlo","Se davvero mi amassi, lo faresti senza pensarci.",Questa frase è tossica perché è un esempio di violenza psicologica. Induce nella vittima un senso di inadeguatezza derivante dalla reticenza ad obbedire ciecamente alle richieste del partner.,1,1(0),C(0),0,0,0(1),0(D),1 1(0) C(0) 0 0 0(1) 0(D),1 1 C 0 0 0 0,
1,"Eres una débil, lloras por todo","Sei debole, piangi per ogni cosa.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, denigra il partner ridicolizzando le sue esternazioni emotive. ",1,1,C,0,0,1,B,1 1 C 0 0 1 B,1 1 C 0 0 1 B,
1,"Siempre exageras todo, te haces tus historias","Esageri sempre, ti inventi storie.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, minimizza il danno psicologico compiuto nei confronti della vittima tentando di svicolare dalle responsabilità personali.",1,1,C,0,0,1,B,1 1 C 0 0 1 B,1 1 C 0 0 1 B,
1,"No quise hacerte daño, estaba jugando","Non volevo ferirti, stavo scherzando.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, minimizza il danno psicologico compiuto nei confronti della vittima tentando di svicolare dalle responsabilità personali.  ",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
0,no me chantajea,Non mi ricatta.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,el me dice que me quiere pero que yo me tengo que querer más,"Mi dice che mi ama, ma che devo amare di più me stessa.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,no me amenaza,Non mi minaccia.,,0,0,0,0,0,1,D(C),,,
0,te quiero pero no tengo porque hacerlo,"Ti voglio bene, ma non sono obbligato a farlo.",,0,1(0),D(0),0,0,0(1),0(C),,,
0,muestro mis malos sentimientos y el me apoya,"Quando sono di cattivo umore, lui mi sostiene.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,si me molesta algo me comprende,"Se qualcosa non va, lui mi capisce.",,0,0,0,0,0,0(1),0(E),,,
0,no me hace daño,Non mi fa del male.,,0,1(0),A(0),0,0,0(1),0(E),,,
1,siempre me recuerda mis fallos,Mi ricorda sempre i miei fallimenti.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, rinfaccia gli insuccessi personali della vittima minando la sua autostima per trarne un vantaggio.  ",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,no me gusta que comentes la foto de ningun tio,Non mi piace che commenti le foto di ragazzi.,"Questa frase è tossica perché è un esempio di cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, crea disagio nella vittima facendola sentire inadeguata rispetto alla propria libertà di agire lecitamente utilizzando tecnologie, esprimendo quindi monitoraggio e controllo che fanno sentire la vittima oppressa. ",1,1,D,1(0),C(0),0(1),0(D),1 1 D 1(0) C(0) 0(1) 0(D),1 1 D 1 C 0 0,
0,se alegra por las noticias buenas y me anima a conseguir más ,è felice per le buone notizie e mi incita a nuovi traguardi.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,en una discusión dialogamos bien sin faltarnos el respeto ,In una discussione abbiamo un buon dialogo senza mancarci di rispetto.,,0,1(0),C(0),0,0,0(1),0(E),,,
0,me ayuda a aprender de los errores,Mi aiuta a imparare dai miei errori.,,0,1(0),C(0),0,0,0(1),0(E),,,
1,Cuando le llamas a tu amigo para echar el rato y te dice corre corre que no puedo hablar por mi novia,"Quando chiami il tuo amico per uscire e lui dice: ""dimmi velocemente, non posso parlare, c'è la mia ragazza"".",Questa frase è tossica perché esprime il disagio della vittima nel non poter interloquire serenamente con un altro soggetto in quanto il partner è solito attaccare la vittima in tali situazioni dimostrando innaturale gelosia e minando così i rapporti interpersonali della vittima.,1(0),1,D(0),1(0),C(0),0,0,1(0) 1 D(0) 1(0) C(0) 0 0,1 1 D 1 C 0 0,
1,Ella me dice que tengo razón y que no vale para nada que es lo peor ,"Lei mi dice che ho ragione e che non valgo niente, che è la cosa peggiore.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, attacca il partner dandogli ragione e sottendendo così l'incapacità di ragionamento logico che chi esprime violenza dichiara di possedere, denigrandolo poi come persona inutile.  ",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,"Ya no se qué es real o no, me hace dudar hasta de lo que veo con mis ojos","Non so più cosa sia reale e cosa no, mi fa dubitare persino di ciò che vedo con i miei occhi.","Questa frase è tossica perché è un esempio di violenza psicologica. Esprime il disagio derivante da continue e ripetute attività di monitoraggio, controllo e manipolazione delle informazioni che hanno avuto l'effetto di rendere la vittima non più capace di discernere realtà e fantasia.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
0,"A mi amigo cuando le llamo para estar un rato me lo coje, da igual que tenga novia","Se chiamo un amico per passare del tempo insieme, mi risponde, non importa se ha una ragazza.",,0,0,0,1(0),C(0),0(1),0(E),,,
0,"Siempre le trato bien, y le transmito que ella vale mucho ",La tratto sempre bene e le faccio capire che lei è preziosa.,,0,1(0),C(0),0(1),0(C),0,0,,,
0,A ella no le importa quién me manda WhatsApp,Non le importa chi mi manda messaggi su WhatsApp.,,0,0,0,1,C,0,0,,,
0,"Me disculpo, pero si no lo acepta no puedo hacer nada.","Mi scuso, ma se non accetta, non posso farci nulla.",,0,1(0),C(0),0(1),0(C),0,0,,,
1,"Que cariñosa tu amiguita, seguro que te tiene ganas y tú te dejas toquetear","Che affettuosa la tua ""amichetta"", sicuramente ha una cotta per te e tu ti lasci toccare.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, cerca di colpevolizzare il partner caricandolo di responsabilità riguardo ipotetiche relazioni sentimentali che si sarebbero instaurate tra la vittima e un soggetto esterno, col quale ipotizza anche contatti di tipo fisico. ",1,1(0),C(0),0,0,0(1),0(D),1 1(0) C(0) 0 0 0(1) 0(D),1 1 C 0 0 0 0,
1,¿Por qué no contestas? ¿Con quien estas?,Perché non rispondi? Con chi stai parlando?,"Questa frase è tossica perché è un esempio di cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia per trarre conclusioni che mettono la vittima in uno stato di angoscia dovuto alla sensazione di essere costantemente monitorata e sotto controllo. ",1,1,C,1(0),C(0),1,D,1 1 C 1(0) C(0) 1 D,1 1 C 1 C 1 D,
1,Cógeme la llamada,Rispondi alla chiamata.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, intimandolo a eseguire ordini che hanno l'obiettivo di favorire il controllo e monitoraggio. ",1,1,C,1(0),C(0),1,D,1 1 C 1(0) C(0) 1 D,1 1 C 1 C 1 D,
1,"Eres lo único que tengo, no me dejes","Sei tutto ciò che ho, non lasciarmi.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, intende creare disagio nel partner facendogli provare un senso di vergogna, inadeguatezza o insensibilità causato dall'eventuale rottura del rapporto tra la vittima e il partner, che in tal senso dovrebbe rappresentare la parte ingiustamente lesa da questa eventuale rottura. ",1,1(0),C(0),0,0,0(1),0(D),1 1(0) C(0) 0 0 0(1) 0(D),1 1 C 0 0 0 0,
1,No te hagas el Tonto que sabes que esa tía te tiene ganas,"Non fare lo stupido, sai che quella ragazza ha una cotta per te.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, cerca di colpevolizzare il partner caricandolo di responsabilità riguardo ipotetiche relazioni sentimentali che si sarebbero instaurate tra la vittima e un soggetto esterno. ",1,1(0),C(0),0,0,1,C,1 1(0) C(0) 0 0 1 C,1 1 C 0 0 1 C,
1,No estoy a tu nivel,Non sono al tuo livello.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, utilizza l'ironia per denigrare il partner considerandolo, al contrario di quanto espresso, inferiore a chi esercita la violenza psicologica. ",1,1,C,0,0,1,E(D),1 1 C 0 0 1 E(D),1 1 C 0 0 1 E,
1,"Si no tienes nada que ocultar y existe confianza entre nosotros, dame tus contraseñas","Se non hai nulla da nascondere e c'è fiducia tra di noi, dammi le tue password.","Questa frase è tossica perché è un esempio di violenza cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia richiedendo le credenziali di accesso di account personali al fine di monitorare e controllare tutte le interazioni con altri soggetti.  ",1,1,D,1,C,0(1),0(D),1 1 D 1 C 0(1) 0(D),1 1 D 1 C 0 0,
1,Si te pones ese vestido me estás faltando el respeto,"Se indossi quel vestito, mi manchi di rispetto.","Questa frase è tossica perché è un esempio di stalking., monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, intende creare disagio nel partner che si sente ingiustamente colpevolizzata per aver scelto un determinato dress code che secondo il partner crea un danno alla sua stessa immagine. ",1,1(0),D(0),0,0,0(1),0(D),1 1(0) D(0) 0 0 0(1) 0(D),1 1 D 0 0 0 0,
1,"¿Por que tú última hora de conexión es a las dos de la mañana, si me dijiste que te ibas a dormir temprano?","Perché l'ultimo accesso è alle due di notte, se mi hai detto che andavi a dormire presto?","Questa frase è tossica perché è un esempio di violenza cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia per trarre conclusioni che mettono la vittima in uno stato di angoscia dovuto alla sensazione di essere costantemente monitorata e sotto controllo. ",1,1,D,1,C,0(1),0(D),1 1 D 1 C 0(1) 0(D),1 1 D 1 C 0 0,
0,A mi novio le da igual qué quede con amigos,Al mio ragazzo non importa se esco con gli amici.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Le escribo un mensaje y cuando pueda me contestara,"Le mando un messaggio, mi risponderà quando potrà.",,0,0,0,1(0),C(0),0(1),0(C),,,
0,Contestame cuando puedas ,Rispondi quando puoi.,,0,0,0,1(0),C(0),0(1),0(C),,,
0,Contigo soy feliz y sin ti también ,"Sono felice con te, ma anche senza di te.",,0,0,0,0,0,0(1),0(C),,,
0,"si tengo un problema de la relación que tiene mi  novio y una amiga, hablo con los dos","Se ho un problema nel rapporto tra il mio ragazzo e un'amica, ne parlo con entrambi.",,0,1(0),C(0),0,0,0(1),0(E),,,
0,Juntos podemos ,Insieme possiamo.,,0,1(0),C(0),0,0,0,0,,,
0,"Si pasa algo, cuéntamelo","Se qualcosa non va, dimmelo.",,0,1(0),C(0),0,0,0(1),0(D),,,
0,Estas guapa te  pongas lo que te pongas ,Sei bellissima indipendentemente da come ti vesti.,,0,1(0),D(0),0,0,1(0),E(0),,,
0,No me mira la hora de conexión ,Non mi controlla l'ora dell'ultimo accesso.,,0,0,0,1,C,0,0,,,
