Prompt,Contesto,Esempio,Accept,Reject
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non vuoi farlo? Non c'è nessun problema, stai tranquilla.",Non vuoi farlo?,"In questo contesto la frase non è tossica perché è una normale verifica della volontà del partner. L'intenzione è di rispettare i limiti e di accettare in modo incondizionato il rifiuto, rafforzando l'autonomia di scelta della persona.","In questo contesto la frase è tossica perché è un esempio di stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, minaccia il partner di troncare la relazione nel caso in cui questi si opponga ad eseguire le sue istruzioni, minando la capacità di autodeterminazione della vittima. "
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",La mia amica mi ha parlato male del suo ragazzo insultandolo solo perché voleva uscire con i suoi amici.,Il ragazzo della mia amica vuole uscire con i suoi amici.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte, irrispettosa e volgare mediante l'uso di una espressione sconcia. In particolare, limitare le interazioni del partner con i propri amici può portare a sentimenti di isolamento e oppressione.","In questo contesto la frase non è tossica perché è una normale espressione di autonomia. La richiesta è parte di un compromesso che rispetta il bisogno di socialità del partner, essenziale per il benessere della relazione."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Il ragazzo della mia amica vuole uscire una volta a settimana con i suoi amici in modo da poter stare con la mia amica nelle altre sere.,Il ragazzo della mia amica vuole uscire con i suoi amici.,"In questo contesto la frase non è tossica perché è una normale espressione di autonomia. La richiesta è parte di un compromesso che rispetta il bisogno di socialità del partner, essenziale per il benessere della relazione.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte, irrispettosa e volgare mediante l'uso di una espressione sconcia. In particolare, limitare le interazioni del partner con i propri amici può portare a sentimenti di isolamento e oppressione."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non fare quella faccia, sei soltanto ridicola.",Non fare quella faccia.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, mina l'autostima e la fiducia della persona a cui è rivolta, alimentando insicurezze e dipendenza emotiva.","In questo contesto la frase non è tossica perché è un tentativo affettuoso di distrazione e umorismo. È un modo scherzoso per alleggerire la tensione o la tristezza del partner, con l'intento di supportare e confortare."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Il mio ragazzo mi prende in giro quando sono triste dicendomi che mi verranno le rughe se tengo il broncio.,Non fare quella faccia.,"In questo contesto la frase non è tossica perché è un tentativo affettuoso di distrazione e umorismo. È un modo scherzoso per alleggerire la tensione o la tristezza del partner, con l'intento di supportare e confortare.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, mina l'autostima e la fiducia della persona a cui è rivolta, alimentando insicurezze e dipendenza emotiva."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Mi fido di te, ma non degli altri.",Mi fido di te.,"In questo contesto la frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di giustificare il controllo posto in essere nei confronti della vittima, con uno spostamento di responsabilità verso soggetti esterni ignoti, sottendendo in questo modo un'incapacità da parte della vittima di discernere da potenziali comportamenti verso di lei dannosi.  ","In questo contesto la frase non è tossica perché è una sincera e incondizionata espressione di fiducia. Viene usata per rassicurare il partner sul legame e sulla stabilità emotiva della relazione, rafforzando il rispetto reciproco."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Mi fido di te, lo sai.",Mi fido di te.,"In questo contesto la frase non è tossica perché è una sincera e incondizionata espressione di fiducia. Viene usata per rassicurare il partner sul legame e sulla stabilità emotiva della relazione, rafforzando il rispetto reciproco.","In questo contesto la frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di giustificare il controllo posto in essere nei confronti della vittima, con uno spostamento di responsabilità verso soggetti esterni ignoti, sottendendo in questo modo un'incapacità da parte della vittima di discernere da potenziali comportamenti verso di lei dannosi.  "
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Ho detto al mio ragazzo che non possiamo stare insieme perché non sono al suo livello.,Non sono al tuo livello.,"In questo contesto la frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, utilizza l'ironia per denigrare il partner considerandolo, al contrario di quanto espresso, inferiore a chi esercita la violenza psicologica. ","In questo contesto la frase non è tossica perché è una sincera autovalutazione. Viene usata per riconoscere le capacità del partner in modo umile, stabilire limiti personali e dimostrare rispetto per l'autonomia e i successi dell'altro."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Ho detto al mio ragazzo che non possiamo sciare insieme perché non sono brava quanto lui.,Non sono al tuo livello.,"In questo contesto la frase non è tossica perché è una sincera autovalutazione. Viene usata per riconoscere le capacità del partner in modo umile, stabilire limiti personali e dimostrare rispetto per l'autonomia e i successi dell'altro.","In questo contesto la frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, utilizza l'ironia per denigrare il partner considerandolo, al contrario di quanto espresso, inferiore a chi esercita la violenza psicologica. "
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Penso che se il mio ragazzo è geloso è perché mi ama.,Il mio ragazzo è un po' geloso.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, accettare la gelosia come un segno di affetto può giustificare comportamenti dannosi all'interno della relazione, minando la fiducia reciproca e limitando la libertà individuale.","In questo contesto la frase non è tossica perché è l'onesta ammissione di un'emozione umana. La gelosia è riconosciuta e basata sull'ammirazione, ma non è usata per giustificare controllo o insicurezza patologica."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Il mio ragazzo ha ammesso di essere un po' geloso perché mi reputa bella e gli altri ragazzi mi guardano.,Il mio ragazzo è un po' geloso.,"In questo contesto la frase non è tossica perché è l'onesta ammissione di un'emozione umana. La gelosia è riconosciuta e basata sull'ammirazione, ma non è usata per giustificare controllo o insicurezza patologica.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, accettare la gelosia come un segno di affetto può giustificare comportamenti dannosi all'interno della relazione, minando la fiducia reciproca e limitando la libertà individuale."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Il mio ragazzo mi riduce il cibo per evitare che diventi grassa o aumenti di peso.,Il mio ragazzo controlla cosa mangio.,"In questo contesto la frase è tossica perché è una violenza di tipo stalking, monitoraggio e controllo ingiustificato verso il partner riguardo le abitudini alimentari.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico.",In questo contesto la frase non è tossica perché è un atto di cura e supporto. Il partner metta in atto una serie di comportamenti volti ad assicurare il benessere del proprio partner. 
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Il mio ragazzo controlla cosa mangio perché sa che sono golosa e tendo ad esagerare nonostante io soffra di alcune patologie.,Il mio ragazzo controlla cosa mangio.,In questo contesto la frase non è tossica perché è un atto di cura e supporto. Il partner metta in atto una serie di comportamenti volti ad assicurare il benessere del proprio partner. ,"In questo contesto la frase è tossica perché è una violenza di tipo stalking, monitoraggio e controllo ingiustificato verso il partner riguardo le abitudini alimentari.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non indossare abiti corti, sembreresti soltanto una troia.",Non indossare abiti corti.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo mediante l'uso di un'espressione sconcia. In particolare, è presente un atteggiamento di controllo e giudizio nell'ambito della relazione. Criticare il modo in cui una persona si veste è una forma di manipolazione che mina l'autostima e la libertà individuale. Può creare un ambiente in cui la persona si sente costantemente giudicata e non accettata per chi è veramente.",In questo contesto la frase non è tossica perché è una normale espressione di cura finalizzata alla salute e al benessere fisico del partner. È un consiglio che rispetta l'autonomia di scelta finale del partner.
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non indossare abiti corti, fa tanto freddo fuori e credo che tra poco pioverà.",Non indossare abiti corti.,In questo contesto la frase non è tossica perché è una normale espressione di cura finalizzata alla salute e al benessere fisico del partner. È un consiglio che rispetta l'autonomia di scelta finale del partner.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo mediante l'uso di un'espressione sconcia. In particolare, è presente un atteggiamento di controllo e giudizio nell'ambito della relazione. Criticare il modo in cui una persona si veste è una forma di manipolazione che mina l'autostima e la libertà individuale. Può creare un ambiente in cui la persona si sente costantemente giudicata e non accettata per chi è veramente."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non truccarti, sei più bella al naturale.",Sei più bella al naturale.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner mascherando la manipolazione con artifizi come l'adulazione. ","In questo contesto la frase non è tossica perché è un sincero complimento e un'espressione di ammirazione. È una dichiarazione di preferenza che celebra la bellezza autentica, offrendo accettazione e affetto incondizionato."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Nonostante le mie imperfezioni, il mio ragazzo apprezza il mio viso senza trucco.",Sei più bella al naturale.,"In questo contesto la frase non è tossica perché è un sincero complimento e un'espressione di ammirazione. È una dichiarazione di preferenza che celebra la bellezza autentica, offrendo accettazione e affetto incondizionato.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner mascherando la manipolazione con artifizi come l'adulazione. "
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",La ragazza del mio amico cancella sempre tutte le chat per evitare che scopra i suoi tradimenti.,La ragazza del mio amico cancella sempre tutte le chat.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, viene promosso un comportamento apparentemente leale nei confronti della vittima a cui viene nascosta la verità.","In questo contesto la frase non è tossica perché è una normale abitudine o necessità logistica. Cancellare le chat è motivato da esigenze di spazio sul dispositivo o da abitudini legate alla privacy personale, senza intenti di inganno."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",La ragazza del mio amico cancella sempre tutte le chat perché ha poca memoria nel cellulare.,La ragazza del mio amico cancella sempre tutte le chat.,"In questo contesto la frase non è tossica perché è  una normale abitudine o necessità logistica. Cancellare le chat è motivato da esigenze di spazio sul dispositivo o da abitudini legate alla privacy personale, senza intenti di inganno.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, viene promosso un comportamento apparentemente leale nei confronti della vittima a cui viene nascosta la verità."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Puoi darmi il tuo cellulare? Devo vedere con chi stai parlando.,Puoi darmi il tuo cellulare?,In questo contesto la frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner richiedendogli l'accesso completo allo smartphone personale.,"In questo contesto la frase non è tossica perché è una normale richiesta di aiuto. La motivazione è pratica e dimostra fiducia, senza alcuna intenzione di invadere la privacy o controllare il partner."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Puoi darmi il tuo cellulare? Il mio si è scaricato.,Puoi darmi il tuo cellulare?,"In questo contesto la frase non è tossica perché è una normale richiesta di aiuto. La motivazione è pratica e dimostra fiducia, senza alcuna intenzione di invadere la privacy o controllare il partner.",In questo contesto la frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner richiedendogli l'accesso completo allo smartphone personale.
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non farti fotografare con lei, è una schifosa.",Non farti fotografare con lei.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco ad un'altra persona in maniera rabbiosa, rude, forte, irrispettosa e volgare mediante l'uso di una espressione sconcia. Infine si cerca di controllare la vittima, dandole un ordine, ledendo così la sua libertà personale.",In questo contesto la frase non è tossica perché è una normale espressione di cura e preoccupazione finalizzata alla tutela della sicurezza o della privacy del partner in relazione a un rischio oggettivo esterno.
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Non farti fotografare con lei, non vorrei che fossi coinvolta anche tu nella vicenda.",Non farti fotografare con lei.,In questo contesto la frase non è tossica perché è una normale espressione di cura e preoccupazione finalizzata alla tutela della sicurezza o della privacy del partner in relazione a un rischio oggettivo esterno.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco ad un'altra persona in maniera rabbiosa, rude, forte, irrispettosa e volgare mediante l'uso di una espressione sconcia. Infine si cerca di controllare la vittima, dandole un ordine, ledendo così la sua libertà personale."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Come mai sei online a quest'ora? Ti ho detto che non puoi usare il cellulare quando non sei con me.,Come mai sei online a quest'ora?,"In questo contesto la frase è tossica perché è un esempio di violenza cyber di tipo Cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte e minacciosa.","In questo contesto la frase non è tossica perché è una normale espressione di cura e preoccupazione per il benessere del partner. La domanda mira a verificare la salute e il riposo della persona, senza intenti di controllo o sorveglianza."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Come mai sei online a quest'ora? Non riesci a dormire?,Come mai sei online a quest'ora?,"In questo contesto la frase non è tossica perché è una normale espressione di cura e preoccupazione per il benessere del partner. La domanda mira a verificare la salute e il riposo della persona, senza intenti di controllo o sorveglianza.","In questo contesto la frase è tossica perché è un esempio di violenza cyber di tipo Cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte e minacciosa."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Quando discutiamo, io e il mio ragazzo portiamo alla luce i nostri errori accusandoci a vicenda.",Portiamo alla luce i nostri errori.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, questa frase indica una comunicazione tossica all'interno di una relazione, alimentando un ciclo di accuse reciproche anziché affrontare i problemi con empatia. La mancanza di comprensione e l'ostilità risultante possono minare la fiducia e danneggiare il legame emotivo tra le persone coinvolte.","In questo contesto la frase non è tossica perché è  una normale e sana pratica comunicativa. Lo scopo è il miglioramento e la crescita individuale e di coppia, mantenendo un focus costruttivo e supportivo sulla risoluzione dei problemi."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.","Quando discutiamo, io e il mio ragazzo portiamo alla luce i nostri errori per migliorarci a vicenda.",Portiamo alla luce i nostri errori.,"In questo contesto la frase non è tossica perché è  una normale e sana pratica comunicativa. Lo scopo è il miglioramento e la crescita individuale e di coppia, mantenendo un focus costruttivo e supportivo sulla risoluzione dei problemi.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, questa frase indica una comunicazione tossica all'interno di una relazione, alimentando un ciclo di accuse reciproche anziché affrontare i problemi con empatia. La mancanza di comprensione e l'ostilità risultante possono minare la fiducia e danneggiare il legame emotivo tra le persone coinvolte."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Dovrei andare dal ginecologo ma il mio ragazzo me lo proibisce.,Dovrei andare dal ginecologo.,"In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, limitare l'accesso alla cura medica, come una visita dal ginecologo, può mettere a rischio la salute fisica e mentale della persona e indicare un atteggiamento di controllo e manipolazione all'interno della relazione.","In questo contesto la frase non è tossica perché è una normale espressione di autonomia decisionale. La scelta di sottoporsi a visite mediche, comprese quelle ginecologiche, rientra nel diritto inalienabile alla salute di ogni individuo. La relazione di coppia non conferisce al partner alcun diritto di interferenza su decisioni mediche personali. La fiducia e l'esclusività non sono condizioni per negare il benessere fisico."
"Data una frase nel contesto di una conversazione tra partner in una relazione sentimentale, determina se la frase è un esempio di linguaggio tossico o no. In caso affermativo, specifica se la frase rappresenta un caso di cyberviolenza o di violenza di altro tipo e spiegane le motivazioni. Rispondi ESCLUSIVAMENTE in italiano corretto e fluente. Non usare parole in altre lingue.",Dovrei andare dal ginecologo è il mio ragazzo si è offerto di accompagnarmi.,Dovrei andare dal ginecologo.,"In questo contesto la frase non è tossica perché è una normale espressione di autonomia decisionale. La scelta di sottoporsi a visite mediche, comprese quelle ginecologiche, rientra nel diritto inalienabile alla salute di ogni individuo. La relazione di coppia non conferisce al partner alcun diritto di interferenza su decisioni mediche personali. La fiducia e l'esclusività non sono condizioni per negare il benessere fisico.","In questo contesto la frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, limitare l'accesso alla cura medica, come una visita dal ginecologo, può mettere a rischio la salute fisica e mentale della persona e indicare un atteggiamento di controllo e manipolazione all'interno della relazione."
